tweet_id,tweet_text,tweet_created_at,url_noticia,titular_noticia,is_clickbait,retweet_count,like_count,reply_count,quote_count,procesado_en,bearer_token_usado
1928318894906720344,"Masivo no, abrió 5 locales de prueba de CosMc’s, una nueva marca, y los va a cerrar porque no ha funcionado. https://t.co/N6CpvmPhv8",2025-05-30 05:13:45,https://t.co/N6CpvmPhv8,https://twitter.com/MundoEConflicto/status/1928243707414733036,1,27,684,0,0,2025-05-30 15:50:49,1
1928124532151189918,Saldría del club https://t.co/yRedrEgHY3,2025-05-29 16:21:25,https://t.co/yRedrEgHY3,https://twitter.com/WinSportsTV/status/1928118823086969323,1,2,218,0,1,2025-05-30 15:50:50,1
1928124269763952695,Etam cierra tienda en Burgos. https://t.co/ywrUwTfMSw,2025-05-29 16:20:23,https://t.co/ywrUwTfMSw,https://twitter.com/los_replicantes/status/1928027601358012787,1,2,156,1,0,2025-05-30 15:50:51,1
1927960179049468308,Hacienda no multa por sacar dinero del cajero. https://t.co/dlh90R36DE,2025-05-29 05:28:21,https://t.co/dlh90R36DE,https://twitter.com/okdiario/status/1927957810316234852,1,73,1306,2,0,2025-05-30 15:50:52,1
1927959596754223205,Pioneer Valley Brewing (Estados Unidos) https://t.co/vHeyWb0ngq,2025-05-29 05:26:02,https://t.co/vHeyWb0ngq,https://twitter.com/meganoticiascl/status/1927942979106328625,1,4,120,0,0,2025-05-30 15:50:53,1
1927959352364654781,En asistencia al campo https://t.co/fIeHKKf1a4,2025-05-29 05:25:04,https://t.co/fIeHKKf1a4,https://twitter.com/CaracolDeportes/status/1927733193861456105,1,3,163,0,1,2025-05-30 15:50:54,1
1927816635345252827,Yinaris García ya no sigue en el equipo femenino https://t.co/CD29cWj7iF,2025-05-28 19:57:57,https://t.co/CD29cWj7iF,https://twitter.com/Antena2RCN/status/1927787591144821023,1,3,123,0,0,2025-05-30 15:50:56,1
1927816213171671286,Tv Azteca (no confirmado). https://t.co/wWmbBCI6Qm,2025-05-28 19:56:16,https://t.co/wWmbBCI6Qm,https://twitter.com/mediotiempo/status/1927595391786123745,1,7,935,3,1,2025-05-30 15:50:57,1
1927645840736137682,Avianca anuncia Bogotá-Dallas https://t.co/eh2T3Y4JlJ,2025-05-28 08:39:17,https://t.co/eh2T3Y4JlJ,https://twitter.com/elheraldoco/status/1927560467750265154,1,16,525,1,0,2025-05-30 15:50:58,1
1927627489305579774,Porque le dio suerte teñirse en la final de copa de 2022 https://t.co/3OiKfGoT74,2025-05-28 07:26:21,https://t.co/3OiKfGoT74,https://twitter.com/deportesDDS/status/1927626591435120795,1,4,131,0,0,2025-05-30 15:50:59,1
1927615843535335850,Tilapia https://t.co/rULZ8LjF8B,2025-05-28 06:40:05,https://t.co/rULZ8LjF8B,https://twitter.com/ahorrandoclick1/status/1927615843535335850/photo/1,1,12,351,2,2,2025-05-30 15:51:00,1
1927615381125865538,Los vapeadores https://t.co/3IxMdPDvxh,2025-05-28 06:38:14,https://t.co/3IxMdPDvxh,https://twitter.com/clarincom/status/1927515412129816847,1,68,2313,1,2,2025-05-30 15:51:01,1
1927443404830523804,"""El Gato con Botas: el último deseo"" https://t.co/ClaRGb4O09",2025-05-27 19:14:52,https://t.co/ClaRGb4O09,https://twitter.com/elpaisuy/status/1927430920719523844,1,15,483,3,1,2025-05-30 15:51:02,1
1927430424210329940,Una risa. https://t.co/GsWPx8GYde,2025-05-27 18:23:17,https://t.co/GsWPx8GYde,https://twitter.com/RevistaSemana/status/1927365442324082952,1,6,336,0,0,2025-05-30 15:51:03,1
1927265187565810012,Un perro. https://t.co/zUHlqNnx0u,2025-05-27 07:26:42,https://t.co/zUHlqNnx0u,https://twitter.com/AlfaBetaJuega/status/1927261044910522776,1,31,1432,9,1,2025-05-30 15:51:04,1
1927264844190765380,Que sea muy feliz. https://t.co/MsjmWnVlmK,2025-05-27 07:25:20,https://t.co/MsjmWnVlmK,https://twitter.com/antena3com/status/1927261362369012214,1,5,242,3,0,2025-05-30 15:51:05,1
1927264428740739085,Cada mañana medita una hora. https://t.co/WzWFg1bEKq,2025-05-27 07:23:41,https://t.co/WzWFg1bEKq,https://twitter.com/okdiario/status/1927261468216451201,1,17,1142,5,1,2025-05-30 15:51:07,1
1927249686047367501,"Se adaptarán a personas con discapacidad (teclados en braille, menos altura, posibilidad de auriculares...) https://t.co/Jb8skHjHI5",2025-05-27 06:25:06,https://t.co/Jb8skHjHI5,https://twitter.com/okdiario/status/1927248303760065018,1,9,232,0,1,2025-05-30 15:51:08,1
1927249329212805621,La razón es que el periodo para que te paguen aún no ha terminado. https://t.co/op3MdxKxsI,2025-05-27 06:23:41,https://t.co/op3MdxKxsI,https://twitter.com/okdiario/status/1927248298504572996,1,25,695,6,0,2025-05-30 15:51:09,1
1927243697764078052,Fulham https://t.co/VxEpQdq0la,2025-05-27 06:01:18,https://t.co/VxEpQdq0la,https://twitter.com/FotografiAS_AS/status/1927031977502282136,1,14,1064,5,2,2025-05-30 15:51:10,1
1927243305194049716,"Jhon Durán tiene una lesión muscular, sin especificar. https://t.co/EoR0e0Rtx5",2025-05-27 05:59:45,https://t.co/EoR0e0Rtx5,https://twitter.com/RevistaSemana/status/1927140707791216783,1,1,134,0,0,2025-05-30 15:51:11,1
1926969023620591732,El jueves https://t.co/FgKlUPEi2w,2025-05-26 11:49:51,https://t.co/FgKlUPEi2w,https://twitter.com/A24COM/status/1926967468263604484,1,12,863,2,1,2025-05-30 15:51:12,1
1926923858298188132,"la playa de Castilnovo, entre los municipios gaditanos del Palmar y Conil de la Frontera https://t.co/KeA7GFM3I0",2025-05-26 08:50:22,https://t.co/KeA7GFM3I0,https://twitter.com/ahorrandoclick1/status/1926923858298188132/photo/1,1,12,237,7,1,2025-05-30 15:51:13,1
1926923663883849880,https://t.co/CxpwQKMKBE https://t.co/v5MHPe6ERc,2025-05-26 08:49:36,https://t.co/CxpwQKMKBE,https://twitter.com/ahorrandoclick1/status/1926923663883849880/photo/1,1,3,371,0,1,2025-05-30 15:51:14,1
1926923663883849880,https://t.co/CxpwQKMKBE https://t.co/v5MHPe6ERc,2025-05-26 08:49:36,https://t.co/v5MHPe6ERc,https://twitter.com/okdiario/status/1926923078094794890,1,3,371,0,1,2025-05-30 15:51:15,1
1926889560635544012,Lo que hizo fue llorar. https://t.co/mipzpQKjf2,2025-05-26 06:34:05,https://t.co/mipzpQKjf2,https://twitter.com/As_TomasRoncero/status/1926571593565614373,1,8,493,2,0,2025-05-30 15:51:17,1
1926869001935683700,Defensa y Justicia https://t.co/blHyhBzN2r,2025-05-26 05:12:24,https://t.co/blHyhBzN2r,https://twitter.com/infobae/status/1926864468115357856,1,1,180,0,0,2025-05-30 15:51:18,1
1926868537513001126,"Reed Richards, también conocido como Mister Fantástico https://t.co/XAarKLzsJ8",2025-05-26 05:10:33,https://t.co/XAarKLzsJ8,https://twitter.com/infobae/status/1926865840789414217,1,6,228,0,0,2025-05-30 15:51:19,1
1926402623193669683,Montana https://t.co/MHb2Ir3ije,2025-05-24 22:19:10,https://t.co/MHb2Ir3ije,https://twitter.com/Jalopnik/status/1926350201893044661,1,4,318,0,0,2025-05-30 15:51:20,1
1926188713291153426,La señal que marca una zona de bajas emisiones. https://t.co/9gJHnyYJjd,2025-05-24 08:09:10,https://t.co/9gJHnyYJjd,https://twitter.com/okdiario/status/1926187399358341455,1,12,311,1,0,2025-05-30 15:51:21,1
1926187950267592846,35 millones de euros por el 87% de las acciones https://t.co/YcQtP7taBl,2025-05-24 08:06:08,https://t.co/YcQtP7taBl,https://twitter.com/mundodeportivo/status/1926168643408130273,1,13,440,1,0,2025-05-30 15:51:22,1
1926019305851781271,Brasil https://t.co/4CS4zuL2nn,2025-05-23 20:56:00,https://t.co/4CS4zuL2nn,https://twitter.com/MundoEConflicto/status/1925895675159474478,1,36,1496,4,1,2025-05-30 15:51:23,1
1925984668991492098,Florian Wirtz https://t.co/oXhopLDd3t,2025-05-23 18:38:22,https://t.co/oXhopLDd3t,https://twitter.com/tjcope/status/1925855598693802228,1,8,446,0,0,2025-05-30 15:51:24,1
1925833346849906726,El ex del Barça es Sergio García. https://t.co/eKRYOPkWup,2025-05-23 08:37:04,https://t.co/eKRYOPkWup,https://twitter.com/relevo/status/1925832753070625182,1,4,204,2,0,2025-05-30 15:51:25,1
1925833164771012642,"Ahora resulta que Decathlon ha inventado la taza térmica.

Las mañanas en OkTeleTienda son apasionantes. https://t.co/vIJH6QLLNB",2025-05-23 08:36:21,https://t.co/vIJH6QLLNB,https://twitter.com/okdiario/status/1925832705389846939,1,48,1140,5,0,2025-05-30 15:51:27,1
1925802221112864794,9 de junio https://t.co/Znnsw6JfLX,2025-05-23 06:33:23,https://t.co/Znnsw6JfLX,https://twitter.com/ChilangoCom/status/1925801623642616211,1,5,214,1,0,2025-05-30 15:51:28,1
1925793435119689939,"Habrá nuevos diseños en los billetes.

GIRO RADICAL 
PUEDE CAMBIARLO TODO
RIDÍCULO ESPANTOSO https://t.co/wFXi9MAFPP",2025-05-23 05:58:29,https://t.co/wFXi9MAFPP,https://twitter.com/okdiario/status/1925791087869722711,1,93,2136,9,1,2025-05-30 15:51:29,1
1925678968704737310,En Italia https://t.co/sjl5jGrk8R,2025-05-22 22:23:38,https://t.co/sjl5jGrk8R,https://twitter.com/elEconomistaes/status/1925536117023015273,1,60,2057,5,0,2025-05-30 15:51:30,1
1925646727131943331,"Su hija, la infanta Sofía, se gradúa en bachillerato. https://t.co/oMYTktNYHt",2025-05-22 20:15:31,https://t.co/oMYTktNYHt,https://twitter.com/Primicias/status/1925624024748507405,1,12,526,2,0,2025-05-30 15:51:31,1
1925424503145800185,Dice que no refleja lo buen profesional que es Alcaraz. https://t.co/FnjRWH4Wx6,2025-05-22 05:32:28,https://t.co/FnjRWH4Wx6,https://twitter.com/quediario/status/1925422179111281112,1,10,299,1,0,2025-05-30 15:51:32,1
1925424150664864041,Le ha devuelto las preguntas al presentador. https://t.co/VVvXwA04kk,2025-05-22 05:31:04,https://t.co/VVvXwA04kk,https://twitter.com/Lecturas/status/1925422630112248199,1,7,258,1,1,2025-05-30 15:51:33,1
1925423408021418452,2 https://t.co/ZMHbNolgSv,2025-05-22 05:28:07,https://t.co/ZMHbNolgSv,https://twitter.com/WinSportsTV/status/1925335891846808011,1,44,3967,3,2,2025-05-30 15:51:34,1
1925422985998913821,"No se cancela nada, la idea era hacer sólo 1 temporada y así va a ser. https://t.co/iYPqKoQbrG",2025-05-22 05:26:27,https://t.co/iYPqKoQbrG,https://twitter.com/VandalOnline/status/1925063867123589600,1,281,6558,10,4,2025-05-30 15:51:35,1
1925303885368893905,Fichar a un organizador. https://t.co/JSMcm1XRYY,2025-05-21 21:33:11,https://t.co/JSMcm1XRYY,https://twitter.com/La_SER/status/1925261561679249428,1,6,204,0,0,2025-05-30 15:51:37,1
1925302830274941436,Ha fallecido Luis Alfonso Tovar https://t.co/fvK5HOTz05,2025-05-21 21:28:59,https://t.co/fvK5HOTz05,https://twitter.com/GolCaracol/status/1925269361994211663,1,13,488,2,0,2025-05-30 15:51:38,1
1925128120333369699,Lamine Yamal https://t.co/TskVAqq12v,2025-05-21 09:54:45,https://t.co/TskVAqq12v,https://twitter.com/superdeporte_es/status/1925125773360292194,1,1,114,1,0,2025-05-30 15:51:39,1
1925127911562006979,Incluirlos en la declaración https://t.co/xR7b6rIde8,2025-05-21 09:53:55,https://t.co/xR7b6rIde8,https://twitter.com/Farodevigo/status/1925125773402234996,1,7,300,0,0,2025-05-30 15:51:40,1
1925116298507223397,Que te manden tu ropa como ventas falsas en plataformas de segunda mano. https://t.co/bsVaw32BMK,2025-05-21 09:07:47,https://t.co/bsVaw32BMK,https://twitter.com/periodicoaragon/status/1925079108171792465,1,8,351,2,0,2025-05-30 15:51:41,1
1925092087751446904,"Si crees que te llama un familiar pero puede ser un timador con su voz, ten una palabra secreta con tus familiares.

Por cierto, la ""experta"" es una enfermera... https://t.co/PGmb1Wky54",2025-05-21 07:31:34,https://t.co/PGmb1Wky54,https://twitter.com/ahorrandoclick1/status/1925092087751446904/photo/1,1,36,745,7,0,2025-05-30 15:51:42,1
1925091090429820977,Ultraman https://t.co/pLRRCseZPz,2025-05-21 07:27:37,https://t.co/pLRRCseZPz,https://twitter.com/3djuegos/status/1925090376991264934,1,7,195,1,0,2025-05-30 15:51:43,1
1925079532375011530,Letur https://t.co/AXKwUG4541,2025-05-21 06:41:41,https://t.co/AXKwUG4541,https://twitter.com/El_Plural/status/1925077519033651317,1,3,104,0,0,2025-05-30 15:51:44,1
1925079228866761141,Tailandia https://t.co/w95z4v1jsx,2025-05-21 06:40:29,https://t.co/w95z4v1jsx,https://twitter.com/larazon_es/status/1925077912467677440,1,2,154,0,0,2025-05-30 15:51:45,1
1925078437246480867,Noodles &amp; Company. Lo que no dicen es que es en Estados Unidos. https://t.co/aSCEuQs4VQ,2025-05-21 06:37:20,https://t.co/aSCEuQs4VQ,https://twitter.com/infobae/status/1924965862416494908,1,2,201,0,0,2025-05-30 15:51:46,1
1924892057002246569,Porque San Mamés es la sede de la final de la Europa League y no pueden usar sus espacios. https://t.co/d51BJTHuvE,2025-05-20 18:16:43,https://t.co/d51BJTHuvE,https://twitter.com/elcorreo_com/status/1924736575285457340,1,5,205,0,0,2025-05-30 15:51:48,1
1924848267587649728,Lamine Yamal https://t.co/mCtzfaZcTA,2025-05-20 15:22:43,https://t.co/mCtzfaZcTA,https://twitter.com/DSports/status/1924821934140997688,1,2,318,1,0,2025-05-30 15:51:49,1
1924839667578392719,Urduliz https://t.co/UPyz7mGDAU,2025-05-20 14:48:33,https://t.co/UPyz7mGDAU,https://twitter.com/elcorreo_com/status/1924839010632958293,1,1,70,0,0,2025-05-30 15:51:50,1
1924800359949603024,Lucas https://t.co/JdpHRvSrVf,2025-05-20 12:12:21,https://t.co/JdpHRvSrVf,https://twitter.com/abc_es/status/1924797565658140797,1,2,198,3,0,2025-05-30 15:51:51,1
1924799927265169461,"El Aeropuerto Internacional de Kansai, en Osaka (Japón) https://t.co/koez7ocKvW",2025-05-20 12:10:38,https://t.co/koez7ocKvW,https://twitter.com/20m/status/1924611025585701304,1,8,353,0,1,2025-05-30 15:51:52,1
1924559962195312740,"a partir del 7 de julio, con Joaquín Prat y Ana Terradillos https://t.co/l4lUcrsFhC",2025-05-19 20:17:06,https://t.co/l4lUcrsFhC,https://twitter.com/elcorreoweb/status/1924556053145854158,1,2,92,0,0,2025-05-30 15:51:53,1
1924559784444854574,"a partir del 7 de julio, con Joaquín Prat y Ana Terradillos https://t.co/GF1dUYQKby",2025-05-19 20:16:23,https://t.co/GF1dUYQKby,https://twitter.com/Farodevigo/status/1924556274559017383,1,4,92,0,0,2025-05-30 15:51:54,1
1924558752256086184,Lala Chus https://t.co/K842BcQfv5,2025-05-19 20:12:17,https://t.co/K842BcQfv5,https://twitter.com/ahorrandoclick1/status/1924558752256086184/photo/1,1,12,412,8,1,2025-05-30 15:51:55,1
1924525218682249678,Barcelona https://t.co/65L5s8gTkn,2025-05-19 17:59:02,https://t.co/65L5s8gTkn,https://twitter.com/MiSeleccion_/status/1924510362847621180,1,5,338,2,0,2025-05-30 15:51:56,1
1924408577231323509,edamame https://t.co/SaZIohyzgz,2025-05-19 10:15:33,https://t.co/SaZIohyzgz,https://twitter.com/voz_populi/status/1924407625648665009,1,9,248,0,0,2025-05-30 15:51:57,1
1924407634674814987,"Barcelona - Athletic 
Atlético - Real Madrid https://t.co/pJSX56uJSf",2025-05-19 10:11:48,https://t.co/pJSX56uJSf,https://twitter.com/mundodeportivo/status/1924394387900858444,1,3,218,0,0,2025-05-30 15:51:59,1
1924395655822205340,1 partido sin público y 71.000 euros de multa. https://t.co/8XavcP3Hsa,2025-05-19 09:24:12,https://t.co/8XavcP3Hsa,https://twitter.com/mundodeportivo/status/1924386205732372909,1,3,290,1,0,2025-05-30 15:52:00,1
1924395406277976327,En vez de ver su partido se fue a ver la Fórmula 1. https://t.co/QSeyLF7vCh,2025-05-19 09:23:13,https://t.co/QSeyLF7vCh,https://twitter.com/mundodeportivo/status/1924395216464699462,1,5,134,0,0,2025-05-30 15:52:01,1
1924368177774960861,ausencia de VRR en el modo TV https://t.co/hGhUSQp0bD,2025-05-19 07:35:01,https://t.co/hGhUSQp0bD,https://twitter.com/AlfaBetaJuega/status/1924367024399983068,1,8,145,1,0,2025-05-30 15:52:02,1
1924363097835184419,Le desea una pronta recuperación https://t.co/PUBNdZjUjA,2025-05-19 07:14:50,https://t.co/PUBNdZjUjA,https://twitter.com/proceso/status/1924339291687162333,1,4,454,0,0,2025-05-30 15:52:03,1
1924211480234164252,domingo 25 a las 21.00 horas https://t.co/ZnNQEPChvo,2025-05-18 21:12:21,https://t.co/ZnNQEPChvo,https://twitter.com/deia_eus/status/1924210964699746648,1,3,137,0,0,2025-05-30 15:52:04,1
1924186344365904154,"Duloxetina Pensa Pharma.
El fármaco de 30 mg con 28 cápsulas duras gastrorresistentes EFG (Blister PVC/PVDC-ALUMINIO). El lote afectado, además, es el 240803. https://t.co/Tg0Oe0fETZ",2025-05-18 19:32:28,https://t.co/Tg0Oe0fETZ,https://twitter.com/La_SER/status/1924155151561920688,1,47,268,0,0,2025-05-30 15:52:05,1
1924117202556404049,"50 millones de libras.
5 años. https://t.co/cYXdKNHUoS",2025-05-18 14:57:44,https://t.co/cYXdKNHUoS,https://twitter.com/GolCaracol/status/1924116518347899024,1,7,281,0,1,2025-05-30 15:52:06,1
1924109308670734474,Vosotros lo veis a 219 euros? Yo tampoco. https://t.co/sLbVkLcUy3 https://t.co/j7f8mXHTCQ,2025-05-18 14:26:22,https://t.co/sLbVkLcUy3,https://twitter.com/ahorrandoclick1/status/1924109308670734474/photo/1,1,69,1955,3,0,2025-05-30 15:52:07,1
1924109308670734474,Vosotros lo veis a 219 euros? Yo tampoco. https://t.co/sLbVkLcUy3 https://t.co/j7f8mXHTCQ,2025-05-18 14:26:22,https://t.co/j7f8mXHTCQ,https://twitter.com/andro4all/status/1924105244587286536,1,69,1955,3,0,2025-05-30 15:52:09,1
1924108278528684265,Alexia Rivas https://t.co/NQgu6NH9jG,2025-05-18 14:22:16,https://t.co/NQgu6NH9jG,https://twitter.com/lanuevaespana/status/1924106481655255535,1,2,60,0,0,2025-05-30 15:52:10,1
1924108065751630094,A Susanna Griso le da pudor la prueba musical. https://t.co/AqnC2rnhbt,2025-05-18 14:21:25,https://t.co/AqnC2rnhbt,https://twitter.com/Farodevigo/status/1924106537171034622,1,5,103,1,0,2025-05-30 15:52:11,1
1924107501802287561,Una mujer se encuentra un adaptador para un mando de ps3 y es un notición digno de ser publicado. https://t.co/ZnSR1iI4Jp,2025-05-18 14:19:11,https://t.co/ZnSR1iI4Jp,https://twitter.com/3djuegos/status/1924073716331221190,1,253,6146,6,2,2025-05-30 15:52:12,1
1924106908874465349,Olvera https://t.co/6ExlgNWQRM,2025-05-18 14:16:49,https://t.co/6ExlgNWQRM,https://twitter.com/diariocadiz/status/1924057380871885270,1,5,132,0,0,2025-05-30 15:52:13,1
1924001912359178338,"Mira si lo zanja que el artículo dice lo siguiente: 
¿Volverá a San Sebastián o continuará en Cádiz? La respuesta, de momento, no está clara. https://t.co/aYrc4ZVoJg",2025-05-18 07:19:36,https://t.co/aYrc4ZVoJg,https://twitter.com/quediario/status/1924001548079698153,1,17,348,1,0,2025-05-30 15:52:14,1
1924001637288333432,Se clasifica Toluca por su posición en la clasificación de la liga. https://t.co/N5P0q969XN,2025-05-18 07:18:31,https://t.co/N5P0q969XN,https://twitter.com/telediariomty/status/1923783653823221919,1,3,165,0,0,2025-05-30 15:52:15,1
1924001397416010149,"Mentira en el titular. La noticia dice que las baterías de litio hay que llevarlas como equipaje de mano, no en la bodega. https://t.co/A9ZkwuKx49",2025-05-18 07:17:34,https://t.co/A9ZkwuKx49,https://twitter.com/RedMasNoticias/status/1923951816338731360,1,34,815,0,1,2025-05-30 15:52:16,1
1923755670718783985,Sospechoso https://t.co/J82YocdWXC,2025-05-17 15:01:08,https://t.co/J82YocdWXC,https://twitter.com/tjcope/status/1923749659467456657,1,2,94,1,0,2025-05-30 15:52:17,1
1923685080733466831,"Mastantuono, Reijnders, Exequiel Palacios o Angelo Stiller.

Para que os hagáis una idea del nivel de la información:
No saben que el Liverpool no juega el torneo. https://t.co/OzxSxfp4LL https://t.co/yBcdUxIBqq",2025-05-17 10:20:38,https://t.co/OzxSxfp4LL,https://twitter.com/ahorrandoclick1/status/1923685080733466831/photo/1,1,23,395,3,0,2025-05-30 15:52:19,1
1923685080733466831,"Mastantuono, Reijnders, Exequiel Palacios o Angelo Stiller.

Para que os hagáis una idea del nivel de la información:
No saben que el Liverpool no juega el torneo. https://t.co/OzxSxfp4LL https://t.co/yBcdUxIBqq",2025-05-17 10:20:38,https://t.co/yBcdUxIBqq,https://twitter.com/ESdiario_com/status/1923683842944073765,1,23,395,3,0,2025-05-30 15:52:20,1
1923660750041620912,Lucio tiene quemaduras por un accidente doméstico. Está estable. https://t.co/WhUskMx757,2025-05-17 08:43:57,https://t.co/WhUskMx757,https://twitter.com/pulzo/status/1923657981196951577,1,8,207,0,0,2025-05-30 15:52:21,1
1923660639014183404,"""No tenemos amigos que quieran jugar con nosotros, así que nos juntamos entre nosotros"" https://t.co/q3cSUoZMun",2025-05-17 08:43:30,https://t.co/q3cSUoZMun,https://twitter.com/lanuevaespana/status/1923658286651367752,1,12,197,0,0,2025-05-30 15:52:22,1
1923660194405351479,Está consciente y estable. https://t.co/WGnfGe5xgU,2025-05-17 08:41:44,https://t.co/WGnfGe5xgU,https://twitter.com/mundodeportivo/status/1923659312909431043,1,6,104,0,0,2025-05-30 15:52:23,1
1923652677528949014,dentro de unos 6.000 millones de años https://t.co/qufmpTCxwS,2025-05-17 08:11:52,https://t.co/qufmpTCxwS,https://twitter.com/andro4all/status/1923652407105298742,1,56,1803,20,6,2025-05-30 15:52:24,1
1923643253833801730,La de cancelar https://t.co/p71L9WXrFT,2025-05-17 07:34:25,https://t.co/p71L9WXrFT,https://twitter.com/RevistaSemana/status/1923506245559812125,1,72,3347,10,2,2025-05-30 15:52:25,1
1923643054331732403,La mayoría de los gatos naranja son machos por una cualidad de su ADN. https://t.co/kmJIIlOZrC,2025-05-17 07:33:38,https://t.co/kmJIIlOZrC,https://twitter.com/elcomerciocom/status/1923525452708143413,1,135,4246,25,7,2025-05-30 15:52:26,1
1923348288733856034,Es tan confirmado que son fábricas que cerraron el año pasado. No se sabe si habrá nuevos cierres. https://t.co/GuEWA9LcQU,2025-05-16 12:02:20,https://t.co/GuEWA9LcQU,https://twitter.com/okdiario/status/1923347846608065001,1,45,606,3,0,2025-05-30 15:52:27,1
1923286289194864828,Remasterización de los primeros juegos https://t.co/xhWiKWWvKE,2025-05-16 07:55:58,https://t.co/xhWiKWWvKE,https://twitter.com/AlfaBetaJuega/status/1923284998150296025,1,13,358,0,0,2025-05-30 15:52:28,1
1923285951234613679,"Hoy, no antes de las 15:30, en Movistar Plus https://t.co/WPu4VRRG8l",2025-05-16 07:54:38,https://t.co/WPu4VRRG8l,https://twitter.com/As_MasDeporte/status/1923284335991418900,1,8,110,0,0,2025-05-30 15:52:30,1
1923285465420992525,La sexta https://t.co/NZZSsmn9iy,2025-05-16 07:52:42,https://t.co/NZZSsmn9iy,https://twitter.com/heraldoes/status/1923285190736003150,1,6,128,0,0,2025-05-30 15:52:34,2
1923284577889505620,Las mismas pero la parte de arriba azul. https://t.co/cgcKBZ4n6R,2025-05-16 07:49:10,https://t.co/cgcKBZ4n6R,https://twitter.com/lanuevaespana/status/1923281335377940742,1,23,357,0,0,2025-05-30 15:52:35,2
1923284220664742067,"La guardia civil ha publicado en sus redes sociales lo que significan las banderas de la playa. La verde baño seguro, amarilla precaución y la roja no bañarse.

""Lo último""... https://t.co/cJ8CEWU6Nz",2025-05-16 07:47:45,https://t.co/cJ8CEWU6Nz,https://twitter.com/lanuevaespana/status/1923281446099181613,1,95,1483,6,0,2025-05-30 15:52:36,2
1923283738273701978,https://t.co/YQk0zGMoIn https://t.co/qfMFDskVSe,2025-05-16 07:45:50,https://t.co/YQk0zGMoIn,https://x.com/justfallen4ngel/status/1922717416586416260?s=19,1,3,82,0,0,2025-05-30 15:52:37,2
1923283738273701978,https://t.co/YQk0zGMoIn https://t.co/qfMFDskVSe,2025-05-16 07:45:50,https://t.co/qfMFDskVSe,https://twitter.com/ahorrandoclick1/status/1923283738273701978/photo/1,1,3,82,0,0,2025-05-30 15:52:39,2
1923265817195487301,Lo único que dice chatGPT es que va a ganar Suecia según las casas de apuestas. https://t.co/KdqlmSiUZD,2025-05-16 06:34:38,https://t.co/KdqlmSiUZD,https://twitter.com/voz_populi/status/1923261378011312459,1,6,219,0,1,2025-05-30 15:52:40,2
1923261297610621271,https://t.co/U8QwEvlezq https://t.co/Y3BRXqY3KV,2025-05-16 06:16:40,https://t.co/U8QwEvlezq,https://twitter.com/ahorrandoclick1/status/1923261297610621271/photo/1,1,11,1143,9,2,2025-05-30 15:52:41,2
